name,company,workarea,salary,requirements,company_type,company_size
人力资源数据分析师3838,紫光展锐,上海,1-2万/月,"['1年经验', '本科']",外资（非欧美）,1000-5000人
数据分析师（运营）,江苏萱子文化传播有限公司,南京-建邺区,1-2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人
运营数据分析主管/经理,华润置地（武汉）数据咨询服务有限公司,武汉-武昌区,0.8-1.2万/月,"['3-4年经验', '本科']",国企,50-150人
高级数据分析师（跨境电商）,广州丝一美容美发品有限公司,广州-白云区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人
女装数据分析专员/专家,哥弟服饰,广州,4.5-6千/月,"['1年经验', '大专']",民营公司,150-500人
数据分析师,四川硕达新大诚科技有限公司,成都-锦江区,3-6千/月,"['1年经验', '大专']",民营公司,50-150人
数据分析专员,湖州织里小锦宫服饰有限公司,异地招聘,4-8千/月,"['1年经验', '中专']",民营公司,50-150人
数据分析师,广东柯内特环境科技有限公司,异地招聘,0.6-1.2万/月,"['1年经验', '本科']",民营公司,50-150人
商业分析（数据分析）,佛山市金舵陶瓷有限公司,佛山,1-1.5万/月,"['5-7年经验', '本科']",民营公司,1000-5000人
大数据分析师助理4.5K五险一金,吉林省德翔科技有限公司,长春-经济技术开发区,3-4.5千/月,"['在校生/应届生', '大专']",民营公司,50-150人
数据分析师,合肥中科环光技术有限公司,合肥-蜀山区,0.8-1万/月,"['1年经验', '本科']",民营公司,少于50人
数据分析员,广州曼伯特供应链管理有限公司,广州-黄埔区,4-6千/月,"['在校生/应届生', '大专']",外资（欧美）,150-500人
数据分析专员,江苏金震手机连锁商贸有限公司,异地招聘,4-6千/月,"['1年经验', '大专']",民营公司,500-1000人
数据分析师(高级),遨森电子商务股份有限公司,宁波-镇海区,8-10万/年,"['1年经验', '本科']",民营公司,500-1000人
数据分析员（上海）,新瑞鹏宠物医疗集团有限公司,上海-静安区,6-8千/月,"['2年经验', '大专']",合资,10000人以上
数据分析专员,广州流行美时尚商业股份有限公司,广州-黄埔区,5-6千/月,"['3-4年经验', '大专']",民营公司,1000-5000人
数据分析助理,昆明市单山调味食品有限公司,昆明-盘龙区,4.5-6千/月,"['1年经验', '大专']",民营公司,150-500人
数据分析师+双休+五险一金,杭州西辰文化传播有限公司,杭州-滨江区,6-8千/月,"['无需经验', '大专']",国企,150-500人
数据分析主管,辽宁地利生鲜农产品企业管理有限公司,沈阳-铁西区,4.5-6千/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,诺博汽车零部件（泰州）有限公司,泰州,4-6千/月,"['1年经验', '大专']",民营公司,1000-5000人
业务数据分析师,北京汇通天下物联科技有限公司,广州-越秀区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,1000-5000人
IT实习生 - 数据分析,欧司朗（广州）照明科技有限公司,异地招聘,150元/天,"['在校生/应届生', '本科']",外资（欧美）,500-1000人
客服专员（数据分析方向）,欧司朗企业管理有限公司,广州,,"['2年经验', '本科']",外资（欧美）,1000-5000人
商品运营/数据分析,郑州云顶服饰有限公司,郑州-中原区,3-5千/月,"['1年经验', '大专']",民营公司,1000-5000人
数据分析,深圳市昱祺贸易有限公司,深圳-龙岗区,8-9千/月,"['2年经验', '大专']",民营公司,500-1000人
数据分析师（短期）,万宝盛华企业管理咨询（上海）有限公司,上海,2-2.5万/月,"['3-4年经验', '本科']",外资（欧美）,500-1000人
市场数据分析师,深圳市傲雷电商科技股份有限公司,深圳-宝安区,0.8-1.2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人
高级数据分析师,洁深源（武汉）节能环保科技有限公司,武汉-武昌区,8-10万/年,"['2年经验', '大专']",民营公司,5000-10000人
数据分析(可应届生）+双休,四川奇迹众创科技有限公司,成都-青羊区,3.5-5千/月,"['无需经验', '大专']",民营公司,50-150人
数据分析师,浙江宏伟供应链集团股份有限公司,金华,5-8千/月,"['1年经验', '大专']",上市公司,150-500人
数据分析经理,郑州思念食品有限公司,郑州,0.6-1万/月,"['5-7年经验', '本科']",外资（非欧美）,10000人以上
数据分析师,广东晟田医药科技集团有限公司,广州-黄埔区,4.5-6千/月,"['1年经验', '大专']",民营公司,1000-5000人
数据分析专员,广州小朴熊电子商务有限公司,广州-番禺区,4-6千/月,"['1年经验', '大专']",民营公司,50-150人
数据分析/统计/纯文职/朝九晚六,无锡优房房产经纪有限公司,无锡-梁溪区,3-4.5千/月,"['无需经验', '本科']",民营公司,500-1000人
数据分析员,广东广研博峰企业管理咨询有限公司,广州-番禺区,4.5-6千/月,"['1年经验', '本科']",民营公司,50-150人
数据分析专员,无锡市同芯恒通科技有限公司,无锡-滨湖区,5-8千/月,"['1年经验', '本科']",民营公司,少于50人
数据分析专员,奥园集团（英德）有限公司英德旅游管理分公司,清远,4-6千/月,"['2年经验', '大专']",上市公司,500-1000人
教务专员（数据分析、后台管理方向）,广州儿童棋院,广州,4-6千/月,"['1年经验', '大专']",民营公司,50-150人
数据分析专员（电商类）,深圳市昂牛科技有限公司,深圳-龙岗区,1-2万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析/交易员,广州汇利鑫信息咨询有限公司,广州-天河区,0.8-1万/月,"['1年经验', '大专']",民营公司,150-500人
数据分析师/早九晚六,四川正宏商贸有限公司,成都-高新区,6-8千/月,"['1年经验', '大专']",民营公司,50-150人
商品数据分析/主管,广州卓然服饰有限公司,广州-海珠区,6-8千/月,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析,深圳市宇达计算机有限公司,深圳-南山区,4.5-6千/月,['大专'],民营公司,50-150人
教务专员（数据分析、后台管理方向）,广东东湖棋院,广州-越秀区,4-6千/月,"['1年经验', '大专']",民营公司,50-150人
教务专员（数据分析、后台管理方向）,广东东湖棋院俱乐部有限公司,广州-越秀区,4-6千/月,"['1年经验', '大专']",民营公司,50-150人
数据分析专员（服装）,有你服饰（广州）有限公司,广州-天河区,6-8千/月,"['3-4年经验', '大专']",民营公司,150-500人
商品数据分析师,城市日记（广州）有限公司,广州-番禺区,0.6-1.2万/月,"['2年经验', '大专']",合资,50-150人
数据分析leader,大连必捷必信息技术有限公司,大连-高新园区,6-8千/月,"['2年经验', '大专']",合资,150-500人
商品数据分析专员/主管,佛山淘气贝贝服饰有限公司,异地招聘,5-9千/月,"['3-4年经验', '大专']",民营公司,500-1000人
数据分析师-邮政项目,富德生命人寿保险股份有限公司湖北分公司,武汉-江汉区,4.5-6千/月,"['2年经验', '大专']",合资,10000人以上
销售数据分析,广州市海珠区蕊希服饰店,广州-海珠区,4.5-6千/月,"['1年经验', '大专']",民营公司,50-150人
数据分析师,浙江丽人木业集团有限公司,丽水,4-6千/月,"['在校生/应届生', '大专']",民营公司,1000-5000人
数据分析师,新华人寿保险股份有限公司西安市雁塔支公司,西安-雁塔区,1-1.5万/月,"['5-7年经验', '本科']",国企,1000-5000人
数据分析,江苏庭深网络科技有限公司,南京-鼓楼区,4.5-6千/月,"['在校生/应届生', '大专']",民营公司,50-150人
数据分析师,汕头市协成服饰有限公司,汕头-龙湖区,4.5-6千/月,"['1年经验', '本科']",民营公司,150-500人
数据分析工程师（集团IT）,重庆双英汽车座椅有限公司,重庆-渝北区,5-9千/月,"['2年经验', '大专']",民营公司,5000-10000人
大数据分析工程师,河南省奥瑞环保科技有限公司,郑州-经开区,6-8千/月,"['2年经验', '本科']",民营公司,500-1000人
数据分析专员,四川好彩头实业股份有限公司,泉州,3-4.5千/月,"['1年经验', '大专']",民营公司,1000-5000人
数据分析师,中讯志远（武汉）科技有限公司,天津-东丽区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析/商品专员,武汉乐素乐园服饰有限公司,武汉-硚口区,5-8千/月,['1年经验'],民营公司,150-500人
数据分析和开发工程师,安徽瑞信软件有限公司,合肥-蜀山区,1.2-2万/月,"['1年经验', '本科']",民营公司,150-500人
数据分析师,华海鹏城酒业（集团）有限公司,深圳,1-1.5万/月,"['5-7年经验', '本科']",民营公司,500-1000人
高薪急聘—数据分析助理,华云数通科技（北京）有限公司,异地招聘,6-8千/月,"['无需经验', '大专']",民营公司,150-500人
商品数据分析员,娅格国际时装,武汉,4.5-5.5千/月,"['3-4年经验', '中专']",民营公司,500-1000人
数据分析员,上海盛迭信息科技有限公司,上海-长宁区,6-8千/月,"['1年经验', '本科']",民营公司,50-150人
数据分析师 (MJ000041),深圳市普渡科技有限公司,深圳-南山区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,华普特科技（深圳）股份有限公司,深圳-南山区,1.5-2.5万/月,"['1年经验', '大专']",上市公司,150-500人
高级数据分析师,沈阳送个车共创汽车科技有限公司,沈阳-铁西区,1-2万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析专员,恒企教育,广州-白云区,6-8千/月,"['1年经验', '本科']",上市公司,1000-5000人
数据分析师,上海锐赢信息技术有限公司,上海,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,上海顶利欣食品有限公司,上海-松江区,6-8千/月,"['1年经验', '大专']",民营公司,150-500人
大数据分析培训讲师,东莞市天助网络信息技术有限公司,东莞,0.3-1万/月,[],民营公司,50-150人
数据分析师,东莞千鹤养老服务有限公司,东莞-樟木头镇,4.5-6千/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,上海赢他网络科技有限公司,上海-浦东新区,1-1.5万/月,"['3-4年经验', '大专']",合资,150-500人
商品数据分析（单休）,莫蒙特童装（武汉）有限公司,上海-虹口区,7-9千/月,['3-4年经验'],民营公司,50-150人
数据分析师,上海科霏智能科技有限公司,上海-浦东新区,0.8-1万/月,"['1年经验', '本科']",合资,150-500人
大数据分析工程师,美的集团洗衣机事业部,无锡-无锡新区,15-25万/年,"['5-7年经验', '本科']",民营公司,10000人以上
热成型数据分析工程师,湖南晓光汽车模具有限公司,长沙,0.6-1.2万/月,"['2年经验', '大专']",民营公司,1000-5000人
市场大数据分析,上海迄盼信息技术有限公司,上海-长宁区,0.8-1万/月,"['2年经验', '本科']",合资,50-150人
市场大数据分析,上海翊缃智能科技有限公司,上海-普陀区,1-1.5万/月,"['2年经验', '本科']",合资,50-150人
市场大数据分析,上海柏迦科技有限公司,上海-长宁区,0.8-1万/月,"['1年经验', '本科']",合资,50-150人
市场大数据分析,上海微盼智能科技有限公司,上海-长宁区,0.8-1万/月,[],合资,150-500人
数据分析工程师（亚马逊）,广州蓝深科技有限公司,广州-荔湾区,0.8-1.5万/月,"['3-4年经验', '大专']",民营公司,500-1000人
数据分析专员,烟台欣和企业食品有限公司,烟台,6-8千/月,"['在校生/应届生', '硕士']",外资（欧美）,1000-5000人
电商数据分析专员,广州麦优网络科技有限公司,广州-天河区,0.8-1万/月,"['1年经验', '大专']",民营公司,150-500人
数据分析工程师,广州米果电子商务有限公司,广州-白云区,0.7-1.5万/月,"['2年经验', '本科']",民营公司,50-150人
遥感数据分析工程师,杭州领见数据科技有限公司,杭州-下城区,0.8-1.5万/月,"['在校生/应届生', '本科']",民营公司,50-150人
市场大数据分析,上海溪湃智能科技有限公司,上海-长宁区,0.8-1万/月,"['2年经验', '本科']",合资,150-500人
数据分析岗,安能聚创供应链管理（深圳）有限公司,东莞-虎门镇,5-8千/月,"['无需经验', '本科']",民营公司,10000人以上
数据分析助理,深圳市乐世佳科技有限公司,深圳-龙华区,6-8千/月,"['3-4年经验', '大专']",创业公司,少于50人
数据分析师,江苏数赢云网络科技有限公司,常州-新北区,0.6-1.1万/月,"['2年经验', '本科']",民营公司,150-500人
房产数据分析专员,安居客,杭州,7-9千/月,['本科'],民营公司,10000人以上
数据分析师,中山万先丰贸易有限公司,中山,1-1.5万/月,"['3-4年经验', '本科']",外资（欧美）,150-500人
商品数据分析,杭州珠轩服饰有限公司,杭州-余杭区,0.6-1万/月,"['3-4年经验', '大专']",民营公司,150-500人
数据分析助理,深圳市飞速创新技术股份有限公司武汉分公司,武汉-洪山区,4-6千/月,"['无需经验', '本科']",民营公司,1000-5000人
材料工程转行大数据分析师实习生,青岛迈科思软件有限责任公司,青岛,4.5-6千/月,"['在校生/应届生', '大专']",民营公司,少于50人
数据分析师（16薪）,广州米品信息科技有限公司,上海-徐汇区,1.2-1.8万/月,"['1年经验', '本科']",民营公司,150-500人
商品数据分析,浙江美她科技有限公司,杭州-下城区,4.5-6千/月,"['2年经验', '大专']",民营公司,150-500人
